Customer_ID,Purchase_Date,Cover_Start_Date,Country,LOB,Property_Type,Property_Value,Claims_Count,Period_of_Cover_Years,Annual_Premium,Broker,Exposure,ROI,Loss_Ratio,Frequency,Severity,Year,Month,Day,Time,Lat,Lon,Depth,Mag,Region,Timestamp,Period_of_Cover
c5193719e9fcebbd94b373a04d511780,2005-03-05,2005-05-26,Japan,Private,Public,164891,10,46,85299,Athena,3,-15,-95,3,951038,2023,3,6,22:24:48,42.3331,144.5555,47.6,5.1,"72 km SSE of Kushiro, Japan",1678141488,9
8e07b3e1854c0e4c1650a8f5b65a27d8,2022-02-18,2022-04-20,Japan,Private,Residential,877853,10,94,53819,Athena,3,-61,3,1,232732,2023,3,6,00:46:35,34.4292,136.8908,336.4,4,"7 km SE of Toba, Japan",1678063595,12
4cbb64171320a40c818a2b6dfa143582,1991-03-18,1991-04-02,Japan,Commercial,Residential,703629,1,40,9710,Athena,1,41,-97,4,254619,2023,3,4,13:13:57,25.1946,128.3398,10,4.9,"123 km SSE of Itoman, Japan",1677935637,14
97f2b206133413f68433f814876ef0a2,1998-04-19,1998-09-03,Japan,Private,Residential,570255,1,6,47570,Athena,3,-21,69,3,682326,2023,3,4,01:09:10,24.4295,142.5264,36.1,4.6,"Volcano Islands, Japan region",1677892150,15
761e17c2c366ece0cdb5c1bbc645eb20,2016-07-28,2016-08-22,Japan,Private,Industrial,318275,2,99,35784,Athena,3,41,75,5,245854,2023,3,3,23:09:19,23.5884,142.5136,78.4,4.4,"Volcano Islands, Japan region",1677884959,11
5fcd81fece3c0c4a8bd0955942b19adc,2010-02-27,2011-02-05,Japan,Commercial,Public,740901,6,80,58874,Athena,3,42,100,5,83235,2023,3,3,12:26:51,27.2298,142.5749,10,4.5,"Bonin Islands, Japan region",1677846411,29
0ed26f26dda6f7c2bd4fed26826efa1f,1994-02-16,1995-01-13,Japan,Private,Industrial,623098,10,2,27826,Athena,5,-66,-28,5,885930,2023,3,2,08:51:51,33.2858,139.481,8.6,4.4,"Izu Islands, Japan region",1677747111,27
6ae9f6df96ef5c7251370e423d965033,1995-06-13,1996-05-29,Japan,Commercial,Residential,804816,1,91,58418,Athena,4,-23,-70,3,825267,2023,3,2,07:19:01,32.5313,135.7405,16.1,4.5,"135 km S of Shing?, Japan",1677741541,26
4de6c583f8ee1cf487e76adc143e53e8,1992-02-15,1992-05-20,Japan,Commercial,Public,860846,5,42,33317,Athena,3,-15,-41,2,126964,2023,3,2,06:47:39,33.3315,139.4942,9.9,5.1,"157 km SSE of Shimoda, Japan",1677739659,6
34c723aa8ff880020babcdcf4a26eb8c,1992-08-24,1992-10-29,Japan,Commercial,Residential,87568,6,92,86530,Athena,1,59,71,5,21599,2023,3,1,13:59:22,27.4185,142.7435,17.5,5,"Bonin Islands, Japan region",1677679162,18
056381e344657fa757bab27c53be72e5,2002-12-27,2003-07-11,Japan,Private,Residential,474767,6,92,46247,Athena,4,-33,-97,1,870865,2023,2,28,16:51:50,35.3309,136.7977,300.8,4.2,"western Honshu, Japan",1677603110,22
4b5400ea0dc1645ebc5eb8e0accc94e7,2014-07-08,2015-01-29,Japan,Commercial,Residential,82231,2,50,5706,Athena,4,-26,-58,1,369294,2023,2,28,15:48:02,35.6758,140.7378,44.2,4.5,"near the east coast of Honshu, Japan",1677599282,28
a5ecf9ae4c9a6c26d4ed676e89682294,2001-01-23,2001-03-16,Japan,Private,Residential,413608,4,70,29103,Athena,5,25,-52,4,748642,2023,2,28,11:12:09,32.9764,141.6939,10,5.2,"272 km SSE of Katsuura, Japan",1677582729,24
e90d11fba7d577015e0a000b8c5d5bfe,1991-02-22,1991-04-08,Japan,Commercial,Residential,589822,7,33,86335,Athena,3,32,-71,3,661175,2023,2,28,03:55:10,35.8699,140.9309,46.2,4.7,"17 km NNE of Hasaki, Japan",1677556510,21
1e669fd2d68338c91190599fbabfaf19,2017-05-04,2018-02-08,Japan,Commercial,Industrial,307258,1,12,91876,Athena,2,-98,83,2,378041,2023,2,28,00:25:55,27.9494,139.5243,494.5,4,"Bonin Islands, Japan region",1677543955,21
29b7c40d28745f9b2d33729ca03fb8bc,2023-02-10,2023-04-21,Japan,Commercial,Public,602063,9,84,79260,Athena,4,63,35,5,877660,2023,2,27,18:56:10,38.5751,142.0392,55.9,4.6,"61 km SSE of ?funato, Japan",1677524170,18
2d17d35737057737dc4facf784e6fcb5,2002-03-09,2002-05-18,Japan,Private,Public,573882,10,29,72514,Athena,4,15,28,5,790813,2023,2,26,19:05:10,42.2682,146.5158,10,4.2,"140 km SSE of Nemuro, Japan",1677438310,26
e05d8476b53cbcb0982a75eb86caa8c3,2006-01-03,2006-07-13,Japan,Commercial,Public,215434,5,6,71127,Athena,5,-6,-96,4,636585,2023,2,26,14:55:45,25.2094,141.1066,142.4,4.6,"Volcano Islands, Japan region",1677423345,25
e03b46a9f03afce4a56f7c69d5cde395,2005-05-03,2005-10-08,Japan,Private,Public,452854,8,93,91487,Athena,4,2,-38,5,31065,2023,2,26,09:51:16,37.4449,141.5225,46.5,4.2,"46 km E of Namie, Japan",1677405076,28
9e25100bc9598ac28655808819adc777,2009-12-20,2010-06-09,Japan,Commercial,Residential,821052,2,38,70666,Athena,4,-66,71,2,150086,2023,2,25,13:27:42,42.7801,145.0736,50.2,6,"61 km ESE of Kushiro, Japan",1677331662,20
180e7cc7005e58b315c84c5972356052,1991-11-30,1992-02-15,Japan,Private,Public,68329,9,53,77511,Athena,1,48,-12,3,896830,2023,2,25,03:49:13,34.8997,140.1181,70.4,4.6,"21 km S of Kamogawa, Japan",1677296953,14
90015167e34e11b28e5d25ca0cce7212,2011-01-12,2011-04-24,Japan,Private,Residential,405069,2,27,8986,Athena,4,-25,-49,3,319667,2023,2,25,00:49:00,39.0723,141.8127,64.2,4.1,"8 km E of ?funato, Japan",1677286140,8
e11505df84a689f13a2f8c0fb44efb9f,2014-12-16,2015-09-02,Japan,Commercial,Residential,538200,8,45,29367,Athena,4,-2,-12,2,860860,2023,2,23,21:49:18,40.5628,139.4892,193.8,4.1,"60 km NW of Noshiro, Japan",1677188958,14
cd628c9a799aefd4c2caf71523967748,1990-07-26,1991-07-05,Japan,Commercial,Residential,211331,10,23,24428,Athena,2,28,-18,5,669681,2023,2,23,19:23:38,39.6657,142.0799,55,4.3,"12 km E of Miyako, Japan",1677180218,27
ee0fe9aa114050cd783d0e134b99d5a1,1998-02-24,1998-03-30,Japan,Commercial,Industrial,587616,10,86,51716,Athena,2,37,-47,2,719925,2023,2,22,00:55:27,27.1078,143.413,10,4.9,"Bonin Islands, Japan region",1677027327,16
9101b8bc27486773ff0fec9f64489451,2015-11-02,2015-11-27,Japan,Private,Residential,68845,5,39,19340,Athena,4,-46,-53,1,736803,2023,2,21,18:05:34,27.1222,143.5156,15.7,5.1,"Bonin Islands, Japan region",1677002734,19
6c89aabfb0e5ed62770b9e0ad0d3ac97,2018-01-18,2018-11-04,Japan,Commercial,Residential,32610,2,33,96360,Athena,5,-36,-73,1,734979,2023,2,21,02:35:24,27.0268,143.4256,10,4.2,"Bonin Islands, Japan region",1676946924,27
5b92f90c272fd9fa7fd47cec3f14c045,2009-05-09,2010-01-08,Japan,Private,Residential,52293,9,30,15629,Athena,3,84,-90,4,546405,2023,2,21,02:11:31,27.1583,143.5007,10,4.4,"Bonin Islands, Japan region",1676945491,12
a67aaccb9d71bd2df42e63b65d990e08,2005-06-06,2005-09-20,Japan,Private,Industrial,152452,8,42,51729,Athena,5,50,7,2,120252,2023,2,21,01:26:24,27.0834,143.4725,10,4.3,"Bonin Islands, Japan region",1676942784,26
ce740a13028d901051094fed0bbc63d5,1993-10-17,1994-09-05,Japan,Private,Public,60338,6,52,56834,Athena,4,-60,-44,4,875233,2023,2,21,01:14:27,27.1268,143.4432,10,4.5,"Bonin Islands, Japan region",1676942067,30
3537bdd21b944d3e026390ae012b7c9f,1994-07-25,1995-02-11,Japan,Private,Public,939851,5,70,37729,Athena,3,67,-29,2,590830,2023,2,21,00:05:27,27.1097,143.426,14.3,4.4,"Bonin Islands, Japan region",1676937927,20
17368333f924b41ac2f01a9d5afbf201,2004-09-13,2005-04-28,Japan,Private,Industrial,694551,1,14,65565,Athena,2,-2,-58,3,679855,2023,2,20,23:21:47,27.1369,143.3638,10,4.3,"Bonin Islands, Japan region",1676935307,14
d0c1c799b2e7317c9b6da886d678425d,2010-01-02,2010-05-31,Japan,Private,Public,377773,3,57,72554,Athena,3,62,-7,2,429256,2023,2,19,22:43:46,23.2733,142.4373,106.5,4.3,"Volcano Islands, Japan region",1676846626,18
ee2ccb3da863620de56245e6581981cc,1993-03-10,1994-02-23,Japan,Private,Industrial,546230,10,43,54962,Athena,1,53,76,2,783635,2023,2,19,18:55:42,42.7956,143.121,132.3,5,"15 km SSW of Obihiro, Japan",1676832942,30
cf47d5d57057d5ca03467701dc519fee,2001-08-05,2001-10-11,Japan,Private,Public,23528,8,27,10704,Athena,1,50,-74,5,186040,2023,2,18,04:10:09,32.1979,142.7037,10,4.2,"Izu Islands, Japan region",1676693409,21
cf7baf1727f4a105a776c6cec8c916c6,2002-02-13,2002-06-18,Japan,Commercial,Public,382588,10,64,30771,Athena,2,-21,15,2,724473,2023,2,17,11:29:21,27.9707,139.7747,445.6,4.2,"Bonin Islands, Japan region",1676633361,14
fd2672e5987ba8718472847791c74a32,2003-01-19,2003-12-17,Japan,Commercial,Residential,659742,5,87,31238,Athena,3,41,77,4,103914,2023,2,17,10:38:45,34.0095,130.3316,10,4.4,"30 km NNW of Nishifukuma, Japan",1676630325,15
f076248152b87dbf7dbe4f91d986f863,1996-03-03,1996-12-13,Japan,Private,Public,133621,6,21,72778,Athena,2,80,82,3,780102,2023,2,17,01:46:34,26.5417,128.689,29.8,5.2,"70 km E of Nago, Japan",1676598394,11
039253da1bdfe9bd660f782195ec8721,2012-08-15,2013-06-03,Japan,Private,Industrial,888348,7,8,79256,Athena,4,-31,2,5,299839,2023,2,14,19:51:38,31.1444,141.9862,10,4.3,"Izu Islands, Japan region",1676404298,5
a6b3fad1ab31224b2d323a230b5b5769,2016-12-01,2017-11-06,Japan,Commercial,Industrial,125825,7,60,33747,Athena,1,20,-44,2,886465,2023,2,14,03:08:57,37.8906,144.4771,10,4.5,"274 km ESE of ?funato, Japan",1676344137,11
a23840a9ac8347de85f4aead871f31dc,2018-02-02,2018-07-28,Japan,Commercial,Industrial,243097,2,20,7059,Athena,3,2,-27,5,70270,2023,2,13,18:18:54,42.4825,145.0986,29.1,4.8,"80 km SE of Kushiro, Japan",1676312334,14
b80390d89aceb1f7eebda49a06f82348,1992-05-27,1993-04-30,Japan,Commercial,Residential,276630,2,53,79291,Athena,5,-38,-12,1,146219,2023,2,13,01:02:42,37.695,141.6575,58,4.6,"62 km ENE of Namie, Japan",1676250162,16
e031016c502bf13c8129ca29483522af,2011-01-12,2011-06-27,Japan,Private,Industrial,157295,6,46,52794,Athena,2,-77,35,2,83381,2023,2,12,18:44:32,40.4059,141.5982,109.7,4.3,"13 km SE of Hachinohe, Japan",1676227472,25
3095fdf464cd7ac460fdc106e1de7a38,2014-05-15,2015-02-13,Japan,Commercial,Residential,572803,10,21,42776,Athena,3,34,42,2,255315,2023,2,12,16:13:47,26.4624,141.799,53.6,4.4,"Bonin Islands, Japan region",1676218427,17
b2e463582203c8eaaa5bd04f9b955676,2004-04-04,2005-01-16,Japan,Private,Industrial,299250,5,96,45775,Athena,3,68,28,3,340244,2023,2,12,15:19:34,32.7786,141.994,21.3,4.5,"Izu Islands, Japan region",1676215174,23
47c733afadebec717d4e718fabe61f7f,2003-12-12,2004-04-22,Japan,Commercial,Public,765267,3,88,23247,Athena,5,-22,-40,1,612313,2023,2,11,10:45:00,33.5051,137.3979,338,4.2,"120 km SSE of Toba, Japan",1676112300,18
e46ccd54da3159f2f7a178217d1aa470,2002-12-11,2003-09-13,Japan,Private,Public,425911,2,71,94706,Athena,1,95,18,4,546172,2023,2,11,08:43:59,42.7082,141.3567,122.3,4.3,"17 km N of Shiraoi, Japan",1676105039,7
47dd2a98dc93bf22340a9edf23746f96,2013-01-26,2013-11-06,Japan,Commercial,Industrial,351557,5,58,94324,Athena,4,12,-90,1,467421,2023,2,10,13:37:10,24.8629,143.4746,11.9,4.6,"Volcano Islands, Japan region",1676036230,12
07d079db5ccc4fe5fc577146c4e9effd,1994-10-01,1995-02-04,Japan,Commercial,Industrial,558517,1,10,42160,Athena,2,77,17,1,573617,2023,2,9,18:30:22,45.0572,141.6443,279.7,4.5,"Hokkaido, Japan region",1675967422,29
d557be224867cac01320f5d746879af5,2022-12-01,2023-04-02,Japan,Commercial,Public,289770,2,53,89347,Athena,4,-98,-41,4,883773,2023,2,9,10:23:12,41.0242,142.7736,47,4.2,"Hokkaido, Japan region",1675938192,14
c31e6fa0de8ebf557805afd4727bcf21,2000-03-30,2000-04-26,Japan,Private,Public,87966,8,13,34140,Athena,1,-35,-18,1,589255,2023,2,9,05:26:42,29.3026,130.509,29.2,4.3,"Ryukyu Islands, Japan",1675920402,10
79b7a6f50943c541548a656aa4492c8b,2005-10-02,2006-04-09,Japan,Private,Residential,758512,7,26,16586,Athena,2,42,79,3,55512,2023,2,8,06:39:01,43.0018,145.3508,52.9,4.4,"40 km SSW of Nemuro, Japan",1675838341,24
c306c72146d6e3068089f454bb37a5e5,1992-10-03,1993-04-03,Japan,Commercial,Industrial,599578,2,17,14181,Athena,1,-11,-80,2,151322,2023,2,8,02:44:12,30.3303,138.3287,436.1,4,"Izu Islands, Japan region",1675824252,27
ac3f07caeeef1821c5b98459c22ee43b,2010-06-20,2010-10-26,Japan,Private,Public,119997,9,27,9373,Athena,2,-11,-13,3,445337,2023,2,8,01:08:02,33.6464,137.2662,355.6,4.2,"near the south coast of Honshu, Japan",1675818482,20
4e63b29533f88827089d924e609fe9c9,2016-12-26,2017-11-05,Japan,Private,Public,311470,2,76,2507,Athena,4,53,8,3,511230,2023,2,7,04:45:23,32.5112,141.9484,10,4.4,"Izu Islands, Japan region",1675745123,19
15bcda7266af8b9777f96b572de60a08,2013-12-03,2014-03-30,Japan,Commercial,Industrial,983129,1,15,40905,Athena,1,-16,48,2,209584,2023,2,5,21:58:49,27.2151,143.4908,10,4.7,"Bonin Islands, Japan region",1675634329,27
28616db101dc20ac994fab86a06537ae,1995-07-07,1996-01-30,Japan,Private,Public,103306,1,77,37383,Athena,5,99,-3,4,125670,2023,2,5,07:23:38,33.8956,142.6431,10,4.4,"254 km ESE of Katsuura, Japan",1675581818,10
3c96d4814a25824e919b4e95a173b361,2013-03-08,2013-10-09,Japan,Private,Residential,415860,2,71,44231,Athena,4,72,-73,2,253038,2023,2,5,02:09:43,32.7725,141.7512,10,4.4,"Izu Islands, Japan region",1675562983,26
36cbe374a84c32af7282268dcefeeac5,2014-06-30,2014-10-10,Japan,Private,Public,897512,1,63,17440,Athena,4,-7,77,2,686627,2023,2,5,00:03:19,32.655,141.6605,11,5.8,"Izu Islands, Japan region",1675555399,27
7f756138997e215df9b6486a8f41cf8c,2018-03-04,2018-07-10,Japan,Commercial,Public,556997,7,61,49188,Athena,2,72,-47,1,657971,2023,2,4,16:40:39,22.8725,143.9952,35.9,4.6,"Volcano Islands, Japan region",1675528839,17
a9b404a95b5b4d9d16d04c7bc8d98a5c,2011-12-25,2012-02-26,Japan,Private,Residential,908410,5,45,87714,Athena,5,-50,28,2,217265,2023,2,2,17:58:23,38.622,142.041,54.7,4.1,"57 km SSE of ?funato, Japan",1675360703,7
c9f22b805faf92bde683e2d4ea7c246e,2010-01-06,2010-03-05,Japan,Commercial,Residential,376327,2,52,24365,Athena,4,29,34,4,240698,2023,2,2,12:15:31,32.6047,141.7094,23.2,4.1,"Izu Islands, Japan region",1675340131,17
787fd1c6e383fd1baa99e3a88003ff5e,2023-03-16,2024-01-26,Japan,Commercial,Residential,349939,10,4,30996,Athena,1,-17,70,5,896991,2023,2,2,10:39:55,26.6426,129.5647,14.8,4.3,"157 km E of Nago, Japan",1675334395,20
5488abe49447dfb7aabacb6e79de319c,1997-12-11,1998-01-14,Japan,Private,Industrial,702696,3,30,35919,Athena,4,68,-75,2,403578,2023,2,2,02:57:19,43.5003,145.9736,94,4.4,"37 km ENE of Nemuro, Japan",1675306639,30
8a1c5e6174b2522cc59012f1f3760e9f,1998-12-27,1999-09-22,Japan,Commercial,Public,545654,8,96,91622,Athena,5,72,7,5,952444,2023,2,2,00:18:53,38.7397,142.9521,40.7,4.3,"111 km ESE of Kamaishi, Japan",1675297133,11
8e259620493d38da035ec52379d5fe29,1998-04-11,1999-03-28,Japan,Private,Residential,642173,6,58,26481,Athena,3,-53,25,3,401356,2023,1,30,19:15:43,37.8497,142.1119,26.5,4.5,"95 km SE of Ishinomaki, Japan",1675106143,24
f4817a1b1951c0b8200f50a40291f646,1995-09-14,1996-07-22,Japan,Private,Public,222638,5,42,32325,Athena,5,-57,-44,4,127914,2023,1,30,00:32:10,36.3618,139.8797,79.5,4.3,"6 km N of Y?ki, Japan",1675038730,9
30bf7717f84212dac9f78bb266137c67,2010-09-10,2011-07-09,Japan,Commercial,Public,45171,3,58,2225,Athena,5,-61,89,5,92204,2023,1,29,12:19:47,35.3532,139.2937,146.9,4.7,"4 km NNW of Ōiso, Japan",1674994787,23
3d5a327559b8bb41b913264046fb6ea6,2013-05-28,2014-02-09,Japan,Commercial,Public,710855,7,95,60262,Athena,2,83,85,2,438107,2023,1,28,22:59:48,30.0471,142.1496,10,4.4,"Izu Islands, Japan region",1674946788,5
4705fecc508e0bc900c3ab018fd06f8b,2017-03-15,2017-10-04,Japan,Commercial,Public,900044,10,14,36972,Athena,2,-39,-39,4,615122,2023,1,28,12:09:40,27.1504,140.1231,387,4,"Bonin Islands, Japan region",1674907780,18
d86bcdba9403d5ec366d1c86f5e79518,2004-11-11,2005-03-18,Japan,Private,Residential,264026,1,23,75070,Athena,1,21,78,4,860539,2023,1,27,06:03:43,37.8662,141.6833,59.3,4.2,"69 km SSE of Ishinomaki, Japan",1674799423,22
b03532394e04f8f8160d0a9d218783de,1992-07-07,1993-03-30,Japan,Commercial,Public,496697,8,10,59472,Athena,4,53,61,5,257064,2023,1,25,01:00:49,37.5889,141.6868,51.3,4.8,"61 km E of Namie, Japan",1674608449,29
d64cf5563c27c6ac300542f7ee9b43aa,2009-07-23,2010-04-14,Japan,Commercial,Public,627120,8,14,80400,Athena,3,73,-71,3,542297,2023,1,24,22:54:58,27.9386,139.4243,514,4.5,"Bonin Islands, Japan region",1674600898,30
8c8f58f5cae4555f1b6d98287041b775,2012-09-27,2013-06-04,Japan,Commercial,Public,849053,4,6,75327,Athena,3,48,59,5,704852,2023,1,23,02:59:43,23.4481,142.9353,44.9,5.2,"Volcano Islands, Japan region",1674442783,5
b973152192b2259ff99fafc78d173599,1992-11-01,1993-06-18,Japan,Commercial,Residential,500561,10,12,27112,Athena,3,-51,65,2,796264,2023,1,22,13:16:21,42.5955,146.6294,22.8,4.4,"118 km SE of Nemuro, Japan",1674393381,8
937b3352e16aaea290b43724b3583fe4,2013-04-14,2013-08-22,Japan,Commercial,Public,99937,7,89,78564,Athena,2,57,-34,4,357023,2023,1,22,01:58:59,28.2639,130.0506,29.8,4.3,"56 km ESE of Naze, Japan",1674352739,25
9f497e7b08947f5f9afbc52f4ac9a1e9,2006-08-18,2007-06-30,Japan,Private,Public,838497,2,60,76657,Athena,5,65,-88,1,467522,2023,1,21,11:14:29,37.1807,141.5525,44.1,4.3,"59 km SE of Namie, Japan",1674299669,13
d351a06259e2349441e014bbe8016981,2011-04-13,2011-08-30,Japan,Private,Residential,177441,3,53,81611,Athena,1,-46,63,4,899342,2023,1,20,18:05:41,37.7473,141.566,61.7,4.5,"57 km ENE of Namie, Japan",1674237941,18
a4f051201b6595eb1d41a21b4fb29fa3,1995-07-22,1996-06-16,Japan,Private,Public,924845,3,15,44493,Athena,3,18,-63,4,197718,2023,1,20,12:41:42,34.4397,141.7096,10,4.3,"149 km ESE of Katsuura, Japan",1674218502,21
8e99ce8c7d7b4c1e3d5a08fa57d59fd3,2017-09-27,2017-11-17,Japan,Private,Residential,278266,2,84,91355,Athena,2,-88,-29,5,305363,2023,1,20,05:48:28,38.9239,142.1003,47.9,5,"37 km ESE of ?funato, Japan",1674193708,9
70cb285d63addfe3ef8afa192b3a2ce8,2012-09-23,2013-02-16,Japan,Private,Residential,62027,6,6,30344,Athena,4,-52,-19,1,84628,2023,1,19,12:24:41,41.3097,142.5275,43.5,4.3,"109 km E of Mutsu, Japan",1674131081,18
829fd9a4c393f1ae9c40258f857b6755,2003-10-29,2004-03-28,Japan,Private,Residential,520880,8,67,4830,Athena,3,-82,-81,4,182933,2023,1,19,03:25:24,33.7326,137.2728,14.3,4.5,"near the south coast of Honshu, Japan",1674098724,20
67a9565740b0af6d8df76874a7fffb4d,1999-09-14,2000-08-10,Japan,Private,Industrial,620959,5,68,5632,Athena,2,-59,91,5,479838,2023,1,19,01:41:39,25.937,143.0309,10,4.6,"Volcano Islands, Japan region",1674092499,25
772bd53022b3602711a3433b0b0944ae,1998-01-30,1998-09-26,Japan,Commercial,Residential,702936,3,79,38573,Athena,2,28,3,5,855073,2023,1,19,00:58:43,36.3005,141.9726,29.9,4.2,"120 km ENE of Hasaki, Japan",1674089923,23
c846547eb8841a1a34e12bf2d99e6af5,2008-06-12,2008-12-02,Japan,Private,Industrial,225833,8,38,52944,Athena,1,-54,13,5,857687,2023,1,18,19:32:25,23.473,142.2526,9.1,4.5,"Volcano Islands, Japan region",1674070345,9
865f9bbc7d8b867aaf70522a8e5ce61c,1997-06-22,1998-01-17,Japan,Commercial,Industrial,57621,8,3,48279,Athena,4,-22,-99,1,764192,2023,1,18,19:01:06,43.0811,142.2161,120.2,4.1,"Hokkaido, Japan region",1674068466,23
ab33e873cb3bfcddea1b44ceeaf191ad,2003-02-08,2004-01-01,Japan,Private,Public,550219,2,82,32418,Athena,3,82,-71,3,704611,2023,1,17,13:39:00,30.1983,130.9092,34.3,4.3,"32 km SE of Koseda, Japan",1673962740,23
efdd2e29b837e5709c03876e73631aaf,1996-05-19,1997-03-25,Japan,Private,Residential,650006,5,86,29296,Athena,4,-64,-31,2,5708,2023,1,17,12:59:29,30.0294,131.0606,30,4.6,"55 km ESE of Koshima, Japan",1673960369,23
1b4821acd451fb3dfdd9cc51d0408e92,2016-05-28,2016-12-18,Japan,Commercial,Industrial,909740,4,62,27870,Athena,2,-1,38,1,430914,2023,1,17,07:48:02,35.9262,140.1869,73.8,4.3,"2 km N of Ry?gasaki, Japan",1673941682,8
a99608ceedc3b756dbcb315cbc834fb0,2001-01-06,2001-03-13,Japan,Private,Public,573654,7,99,93118,Athena,5,-84,60,3,762338,2023,1,17,07:37:56,44.0272,142.3783,17.2,4.4,"28 km N of Asahikawa, Japan",1673941076,23
49e7bc56e395971b726196a930a2584a,2001-03-12,2001-06-28,Japan,Commercial,Public,471326,1,90,1161,Athena,2,-75,33,3,618788,2023,1,17,02:38:43,29.5708,141.0473,109.3,4.6,"Izu Islands, Japan region",1673923123,30
a81616b30bdb670b80dade49aeeb104c,2022-10-26,2023-09-02,Japan,Private,Industrial,359694,7,25,81153,Athena,4,73,65,5,974394,2023,1,16,12:10:23,43.2947,144.4407,129.6,4.3,"35 km N of Kushiro, Japan",1673871023,15
aab7bac91b40f7b55dada8d06f119e78,2007-10-15,2007-12-13,Japan,Commercial,Industrial,610032,10,46,65028,Athena,3,-7,22,4,829610,2023,1,16,04:49:51,28.9804,139.3452,405,6.3,"Bonin Islands, Japan region",1673844591,24
bf4e86ce176703f7aa8a8c15e73c09be,1996-04-05,1996-08-13,Japan,Commercial,Residential,964217,9,79,83494,Athena,2,-17,76,5,193725,2023,1,15,16:25:27,41.165,142.3275,56.7,4.8,"94 km E of Mutsu, Japan",1673799927,17
4201de1a0dcb9b841084d0db3581224c,2010-01-28,2010-08-23,Japan,Commercial,Public,664236,8,81,43959,Athena,2,-78,-89,2,507647,2023,1,15,04:42:15,29.947,139.1085,398,5.2,"Izu Islands, Japan region",1673757735,24
4146d44aae21a26a600473bdf04e13c0,2008-04-07,2008-12-28,Japan,Private,Industrial,924711,9,72,3079,Athena,2,-34,19,1,193732,2023,1,14,04:20:22,31.9508,138.0176,364.2,4.2,"274 km SE of Shing?, Japan",1673670022,18
36d13f7d99bc3b4e1b053f62e943fa6d,2004-02-27,2004-08-31,Japan,Private,Residential,561337,10,75,1856,Athena,1,-26,25,3,238863,2023,1,12,21:13:58,37.5026,137.3514,10,4,"60 km NE of Nanao, Japan",1673558038,17
25c245455677ee3bf54d7f1ca453f194,1997-07-19,1998-02-10,Japan,Private,Residential,409772,4,12,80317,Athena,1,63,-2,1,864546,2023,1,12,06:46:56,42.1865,141.2351,113.8,4.3,"25 km SE of Muroran, Japan",1673506016,17
